1344888201299652609	1139410460493541381	1774	32	12	59	6727	0	8664	0	1	0	74	1	482	0	1	1	
1344888205481553920	911277782474293248	2403	35	768	649	12067	4	11029	0	1	0	59	3	10030	0	0	0	
1344888205485735936	1114633261823799297	1842	49	13	87	1470	0	175	0	1	0	78	6	52786	0	0	1	
1344888218093834240	225797467	4880	160	17770	8369	188767	3	47023	0	0	0	31	4	0	0	1	0	
1344888226457161730	342460807	4654	62	2363	1184	24068	6	12890	0	1	0	72	4	446499	0	0	1	
1344888230647271426	1206915300496564224	1588	80	8	31	1061	0	2405	0	1	1	125	13	5481	0	1	3	
1344888239065243649	269442830	4781	88	22042	1513	6676	734	46277	0	1	0	63	0	23051	0	0	1	
1344888239069360131	1291993491497598976	1353	28	335	541	1519	0	1440	0	1	0	59	3	10039	0	1	0	
1344888243259465729	937999581983531008	2330	147	22	168	1074	1	452	3	0	0	90	0	0	0	0	0	
1344888255817269250	1220145964855332865	1551	73	87	484	416	0	31213	0	1	0	104	6	212	0	1	2	
1344888260015710209	2881675922	3463	11	330	245	20895	4	87628	0	1	0	104	0	18713	0	1	2	
1344888272615518209	401730666	4557	71	1612	872	102591	8	125162	0	1	0	59	4	35193	0	0	3	
1344888272623869952	1031913199	4137	62	197	149	99823	4	39378	0	1	0	102	0	198690	0	1	2	
1344888272586158080	500743574	4442	97	144	207	7070	0	6640	0	1	0	139	1	6310	0	1	3	
1344888293570199552	1022481486333632512	2097	73	444	842	3970	0	43050	0	1	0	76	5	1544	0	1	1	
1344888297777102850	1255784369119047681	1453	95	366	777	19148	0	5115	0	1	0	86	1	461	0	1	0	
1344888297772863488	841798543	4229	21	1853	2371	13765	11	97424	0	1	0	139	0	198	0	0	1	
1344888301950435332	397833106	4563	19	825	676	1625	2	31225	0	1	1	125	13	5523	0	0	3	
1344888306140663809	2453319961	3655	0	66	780	88336	2	47105	0	1	1	95	6	9442	0	0	1	
1344888310351556609	1320692585724141575	1274	43	99	283	988	0	1726	0	1	0	76	5	1596	0	1	1	
1344888310338965504	1289915912129335296	1359	10	95	130	11058	0	3048	2	1	0	139	11	888	0	1	1	
1344888318744358913	3579881238	3141	139	97	655	81397	1	258785	10	1	0	140	0	29218	0	0	3	
1344888322955636737	2547183865	3609	12	307	442	18635	1	6124	0	1	0	140	0	63518	0	1	4	
1344888331306377216	59008461	5388	37	155	345	17564	1	9878	0	1	0	139	4	31986	0	1	3	
1344888339711860736	4597705033	3047	0	378	352	12328	0	7000	0	1	0	130	0	37903	0	1	2	
1344888348096090112	1010027940	4147	43	257	277	45716	7	21504	0	1	0	130	0	37902	0	1	2	
1344888352282005505	1197874922510409728	1613	0	6	124	315	0	22683	0	1	0	61	5	49691	0	1	1	
1344888356476497920	875473277220773888	2502	22	437	3095	39300	6	23591	0	1	0	87	0	73166	0	0	3	
1344888373270474752	3973991135	3110	2	451	438	130889	0	46086	0	1	0	102	0	198859	0	1	2	
1344888381642321920	34337137	5478	128	414	910	5952	24	10403	0	1	0	63	0	23333	0	0	1	
1344888385836523522	1944521316	3849	0	61	45	1113	1	912	0	1	0	67	2	20703	0	1	0	
1344888385865830402	1084675472019976192	1925	0	99	399	4154	0	2376	0	1	0	140	4	38600	0	1	3	
1344888390064324614	950000511817695232	2297	26	7	384	6391	0	27011	0	1	0	76	5	1775	0	1	1	
1344888394242011136	828485330290499584	2632	20	66	79	420	0	307	0	1	0	130	0	37945	0	1	2	
1344888411019067392	1274343949046431745	1402	0	12	61	1749	0	716	1	1	0	107	7	621	0	1	0	
1344888411006464003	1216658695	4074	51	470	693	16137	0	15263	0	1	0	68	0	3551	0	0	0	
1344888411006636033	1308245330014674944	1308	0	87	822	11400	0	9637	0	1	0	140	0	10358	0	1	3	
1344888415213424640	250102770	4820	43	6190	41	313	38	37875	0	1	0	76	5	1833	0	0	1	
1344888419390902273	4916628460	2988	8	187	1274	16499	5	19574	0	1	0	42	0	44575	0	1	0	
1344888423606349828	996091999894822912	2169	38	234	217	5193	0	1715	0	1	0	72	4	446801	0	1	1	
1344888431969665024	1125791622803836929	1811	46	212	351	12741	0	9686	0	1	0	85	0	335847	0	1	1	
1344888440387616768	862319374975213569	2539	54	105	117	29071	0	11088	0	1	0	68	0	3560	0	1	0	
1344888440383422464	1215225484264345601	1565	0	264	580	78602	1	51420	0	1	0	140	5	31504	0	1	2	
1344888448759390208	839883582944403456	2600	75	128	876	353835	0	239366	0	1	0	104	6	220	0	1	2	
1344888452962250753	2616031244	3573	31	304	344	2903	1	24560	0	1	0	82	0	69242	0	1	2	
1344888457160626178	1155506270620676096	1729	48	993	97	3461	1	4181	0	2	0	135	3	143	0	1	2	
1344888461363474432	720372631090769921	2930	72	104	269	1065	0	639	1	0	0	40	4	0	0	1	0	
1344888461329903616	183978330	4986	28	811	436	327	0	26301	0	1	0	102	0	198978	0	0	2	
1344888465536610304	2149461768	3834	78	128	38	0	2	59285	0	0	0	26	0	0	0	0	0	
1344888473916854272	16448944	5688	137	715	609	19151	37	54256	0	1	0	63	0	23513	0	0	1	
1344888482322329600	1156254956942516224	1727	141	596	1656	165774	24	72192	0	1	0	76	5	1956	0	1	1	
1344888486512500736	1312532677564694529	1296	152	729	1075	3647	6	5184	0	0	0	23	0	0	0	1	0	
1344888486524977157	1379010823	4015	44	197	292	33878	3	69138	0	1	0	140	0	264	0	0	2	
1344888490719281152	1161119379146174464	1714	16	287	137	5469	0	5798	0	1	0	140	0	21376	0	1	5	
1344888494888370183	1118730818526908417	1831	4	78	119	4174	0	4515	0	1	0	59	3	10128	0	1	0	
1344888499103645697	99947907	5229	11	913	272	260	1	45593	0	1	0	102	0	199012	0	0	2	
1344888499112206336	1073996360582684672	1954	0	1	10	235	0	12	0	1	1	125	13	5631	0	1	3	
1344888499116261376	1275749404134146049	1398	35	1380	1863	93284	8	28363	0	1	1	95	6	9547	0	1	1	
1344888499107893249	713962741589872645	2948	0	6	103	1012	1	132923	1	1	0	107	7	638	0	0	0	
1344888511665561601	1267809901461422080	1420	19	303	438	2352	0	2746	1	1	1	140	11	31387	0	1	0	
1344888515881000961	2282970909	3750	67	24	1094	18949	0	4541	2	1	1	128	1	17487	0	1	0	
1344888520054169600	1099014201652195330	1885	99	1634	2812	10765	0	110326	0	1	0	139	1	6413	0	1	3	
1344888545228439578	1154749655781036033	1732	11	41	327	2384	0	1446	0	1	0	76	5	2062	0	1	1	
1344888557802930178	1188272523613360128	1639	129	697	1169	53057	0	29006	0	1	0	67	1	3454	0	1	0	
1344888562014011393	1277436127708712961	1393	32	1330	1328	2469	17	24993	0	2	0	135	3	220	0	1	2	
1344888566200098817	4704732313	3031	40	869	951	44780	0	12026	0	2	0	139	0	477950	0	1	2	
1344888570390208513	179822642	4996	0	525	4402	158429	1	94641	0	1	0	140	3	164184	0	0	4	
1344888574580117504	49871517	5417	87	517	238	41191	6	206730	0	0	0	23	0	0	0	0	0	
1344888574597091328	2918019432	3427	92	309	693	62223	4	9518	0	1	0	104	0	18994	0	1	2	
1344888574580285441	847813451481264129	2579	49	1632	1797	98081	0	26339	1	2	0	90	4	42087	0	1	1	
1344888574605463552	160346441	5047	77	237	571	181714	5	88666	0	1	0	91	3	54173	0	0	0	
1344888578803953670	1532532936	3959	36	352	1095	40482	5	7184	0	1	0	92	4	185677	0	1	3	
1344888587184087041	1330099302291660804	1248	45	4	183	423	0	263	0	1	0	117	4	103264	0	1	2	
1344888591353311233	153578857	5066	21	585	269	131175	14	108702	0	1	0	59	4	36327	0	0	3	
1344888599750307840	1261685474328018946	1436	149	7492	4947	3165	8	7405	0	1	0	140	3	164241	0	1	4	
1344888599754534914	1206302885144907776	1589	0	7	61	1104	0	719	0	1	0	140	3	164241	0	1	4	
1344888599758692353	701803138047725568	2981	3	841	836	1814	0	1451	0	1	0	104	0	19013	0	1	2	
1344888599754358785	1564360914	3946	35	245	626	2762	3	17158	0	1	0	59	4	36360	0	0	3	
1344888612337328130	564720643	4377	49	281	273	81304	9	54729	2	1	1	128	1	17557	0	0	0	
1344888616519151617	701276662835638273	2983	48	185	228	19020	0	3274	0	1	0	112	5	49431	0	0	0	
1344888624928718849	2148979706	3835	117	523	1013	5462	4	5030	0	0	0	23	0	0	0	0	0	
1344888629131284481	1220997139	4073	0	139	157	22	0	3864	1	2	0	90	4	42222	0	0	1	
1344888645900144640	1255903826621562880	1452	49	436	503	4253	0	2351	0	1	0	140	0	326	0	1	2	
1344888650098565122	2923356223	3422	24	40	279	1008	1	153972	0	1	1	125	13	5712	0	1	3	
1344888662669012992	2780718148	3499	0	319	578	11922	2	13635	0	1	0	140	3	164356	0	0	4	
1344888662656487424	223596388	4885	36	439	433	61166	17	145067	2	1	1	128	1	17591	0	0	0	
1344888683636383744	1245539753342242816	1481	17	40	125	12487	0	5624	0	1	0	59	4	36640	0	1	3	
1344888692024999941	1928813258	3854	136	74	463	10920	0	3566	0	1	0	62	1	208912	0	1	0	
1344888692020629512	2401308596	3685	34	540	738	10777	1	103633	0	1	0	88	1	46	0	0	0	
1344888696227602439	1305505733920911365	1316	0	134	359	10580	0	742	0	2	0	139	0	478208	0	1	2	
1344888696231710720	1249067174100000768	1471	104	3206	3143	12059	0	22500	0	1	0	76	5	2318	0	1	1	
1344888700426018816	1253226273456840713	1460	20	162	150	5957	0	7866	0	1	0	88	1	50	0	1	0	
1344888704603746307	479974729	4464	112	674	612	2568	0	40823	0	1	0	82	0	69511	0	0	2	
1344888704628756480	927710384	4186	53	83	2488	13740	0	174042	0	1	0	61	5	50112	0	0	1	
1344888704616202240	1121778511935492096	1823	97	551	1626	3696	1	5600	0	1	0	59	3	10194	0	1	0	
1344888721397542912	870296033116340224	2516	0	67	150	841	0	9941	0	1	0	114	14	189002	0	1	1	
1344888733993033729	1297411303296733185	1338	65	255	437	10064	0	4366	0	2	0	139	0	478276	0	1	2	
1344888742360788992	1101718025630302209	1878	9	4	31	20720	0	13838	1	2	0	90	4	42481	0	1	1	
1344888750745251841	1025385976233959426	2089	47	233	286	34878	5	14739	0	1	0	68	0	3653	0	1	0	
